Name,Long,Lat,Area,EPC,std_EPC,TYPE,Population,Admin
黄田山,112.707612,23.57548,23154.93994,80240.61739,0.177717203,村庄,129,连平村
非建设用地,112.756721,23.571754,63797.80764,0,-0.466695161,村庄,0,铁坑村
铁坑村,112.765697,23.574254,4444.098982,72956.41026,0.119217739,村庄,20,铁坑村
,112.761495,23.58264,16520.58039,0,-0.466695161,采矿用地,0,铁坑村
虎象塘,112.71051,23.567797,71442.53519,660989.2435,4.84170917,村庄,287,地豆村
丁寨,112.788031,23.588849,4261.966071,11170.45269,-0.37698526,村庄,18,洞心村
铁坑村,112.756721,23.571754,41765.44503,174440.8629,0.934239334,村庄,332,铁坑村
新村,112.695078,23.572561,33797.22038,75243.07443,0.137581938,村庄,247,东平村
非自然村,112.580283,23.572885,10562.36973,0,-0.466695161,村庄,0,大垌村
长乐,112.580283,23.572885,20879.22238,35402.35838,-0.182378836,村庄,186,大垌村
蛇引,112.621202,23.577534,9669.693535,7876.32,-0.403440438,村庄,36,冼田村
,112.761495,23.58264,1753.755049,0,-0.466695161,采矿用地,0,赤草崀村
,112.761495,23.58264,663.5456719,0,-0.466695161,采矿用地,0,铁坑村
禾景、田心,112.781784,23.572388,5667.946959,26156.28148,-0.256634076,村庄,203,石寨村
大云脚,112.695078,23.572561,29434.52593,49958.9644,-0.065474739,村庄,164,东平村
卷头屈,112.634499,23.560201,19166.17427,2415.787234,-0.447293975,村庄,143,冼田村
芋合塘,112.634499,23.560201,20628.09916,1554.212766,-0.454213279,村庄,92,冼田村
,112.721653,23.573102,19119.8586,0,-0.466695161,采矿用地,0,连平村
马车崀村,112.756721,23.571754,66825.85239,193356.1371,1.086147893,村庄,368,铁坑村
,112.756721,23.571754,29717.07263,0,-0.466695161,建制镇,0,铁坑村
,112.721653,23.573102,6152.364282,0,-0.466695161,风景名胜及特殊用地,0,赤草崀村
窝子村,112.745948,23.571435,28122.31781,0,-0.466695161,村庄,167,赤草崀村
学村,112.781784,23.572388,26343.75094,21904.27513,-0.290781937,村庄,170,石寨村
禾景,112.781784,23.572388,12223.42714,11080.98624,-0.377703765,村庄,86,石寨村
高松树,112.707916,23.568167,108988.7689,118715.8824,0.486712039,建制镇,275,连平村
坳头,112.745948,23.571435,22223.60803,0,-0.466695161,村庄,126,赤草崀村
芋子坑,112.703135,23.570998,7958.567492,52879.61905,-0.042018963,村庄,80,连平村
珠子崀,112.703135,23.570998,27748.83161,85929.38095,0.223403661,村庄,130,连平村
山子口,112.580283,23.572885,7788.582147,4377.710983,-0.431537766,村庄,23,大垌村
赤草崀、西基崀,112.727763,23.5678,71071.06495,212996.3813,1.243878686,村庄,462,赤草崀村
张村,112.687049,23.563129,66870.74223,72812.09284,0.118058725,村庄,430,下街村
下木良,112.610525,23.557471,19952.59808,7190.929134,-0.408944812,村庄,135,大垌村
非自然村,112.634499,23.560201,2586.491635,0,-0.466695161,建制镇,0,冼田村
非自然村,112.634499,23.560201,2710.503807,0,-0.466695161,村庄,0,冼田村
大寨村,112.634499,23.560201,37460.18458,6199.957447,-0.416903305,村庄,367,冼田村
扒头柄,112.745948,23.571435,43219.59884,0,-0.466695161,村庄,232,赤草崀村
非自然村,112.621202,23.577534,4871.573636,0,-0.466695161,村庄,0,冼田村
九子里,112.721653,23.573102,44821.24498,61635.95276,0.028303149,村庄,118,赤草崀村
田心,112.781784,23.572388,21953.65643,15075.29524,-0.345625471,村庄,117,石寨村
三桂堂,112.781784,23.572388,13758.2891,13529.11111,-0.358042875,村庄,105,石寨村
非自然村,112.626483,23.562993,7250.026267,0,-0.466695161,村庄,0,冼田村
岭背,112.697463,23.568758,9831.17198,17028.9863,-0.329935379,村庄,84,连平村
,112.699886,23.570785,5412.761429,0,-0.466695161,采矿用地,0,连平村
,112.719242,23.570096,4864.160041,0,-0.466695161,采矿用地,0,赤草崀村
,112.719242,23.570096,74687.5464,0,-0.466695161,建制镇,0,地豆村
江林圩镇（江林中学）,112.621202,23.577534,48333.99783,0,-0.466695161,建制镇,0,冼田村
,112.719242,23.570096,2399.893891,0,-0.466695161,采矿用地,0,赤草崀村
,112.697463,23.568758,8371.285954,0,-0.466695161,建制镇,0,连平村
,112.719242,23.570096,36212.16237,0,-0.466695161,建制镇,0,地豆村
,112.777275,23.567468,21139.70337,0,-0.466695161,采矿用地,0,石寨村
非建设用地,112.756721,23.571754,3365.31558,0,-0.466695161,村庄,0,铁坑村
非建设用地,112.756721,23.571754,9012.041195,0,-0.466695161,村庄,0,铁坑村
大板崀,112.719242,23.570096,26692.5972,52163,-0.04777413,村庄,229,赤草崀村
新村,112.785902,23.558838,32253.24981,7083.932143,-0.409804105,村庄,78,石寨村
小乐,112.593088,23.562896,18005.80983,20056.65979,-0.305620135,村庄,168,大垌村
苏坑,112.603632,23.56503,28993.14326,20591.04434,-0.301328493,村庄,151,大垌村
东安里,112.697587,23.566513,32647.20351,200344.5728,1.142272017,村庄,47,东平村
,112.777275,23.567468,2991.202281,0,-0.466695161,建制镇,0,石寨村
叶寨,112.787287,23.570136,15432.4472,0,-0.466695161,村庄,62,石寨村
小纯忠,112.717256,23.567349,73395.49455,247328,1.519595901,村庄,175,地豆村
崀抗陂,112.73208,23.570199,23939.82815,365251,2.466635463,村庄,110,赤草崀村
黄屋村,112.689724,23.566206,51642.32025,148256,0.723948711,村庄,322,下街村
上大坪岗,112.697463,23.568758,11084.6695,12569.0137,-0.365753417,村庄,62,连平村
,112.727763,23.5678,44809.21893,0,-0.466695161,采矿用地,0,赤草崀村
大罩,112.731016,23.559139,15805.34431,13255.05882,-0.360243789,村庄,46,赤草崀村
非建设用地,112.756721,23.571754,10526.01261,0,-0.466695161,村庄,0,铁坑村
连岭,112.626483,23.562993,927.4276982,18285.03937,-0.319848018,村庄,40,冼田村
黄京坝,112.690189,23.556941,24415.95053,111029.9332,0.424986185,村庄,215,东平村
君子甫,112.739122,23.567528,35461.83341,0,-0.466695161,村庄,254,赤草崀村
新开田,112.777275,23.567468,36618.75932,132181.9288,0.594857852,村庄,190,石寨村
,112.697587,23.566513,59066.1896,0,-0.466695161,建制镇,0,地豆村
非自然村,112.626483,23.562993,8185.07479,0,-0.466695161,村庄,0,冼田村
,112.751079,23.5582,14047.69209,0,-0.466695161,采矿用地,0,铁坑村
石寨,112.777275,23.567468,23518.45604,102267.0712,0.354611644,村庄,147,石寨村
,112.728449,23.570272,4335.263951,0,-0.466695161,采矿用地,0,赤草崀村
,112.706279,23.564661,15553.51312,0,-0.466695161,建制镇,0,地豆村
礼堂、格坑园、瓦窑头,112.785902,23.558838,81659.06222,46681.29643,-0.091797689,村庄,514,石寨村
下大坪岗,112.697587,23.566513,11971.73802,238708.4272,1.450372115,村庄,56,连平村
上明塘村,112.687049,23.563129,16805.82858,17441.03619,-0.326626207,村庄,103,下街村
,112.706279,23.564661,3576.9453,0,-0.466695161,采矿用地,0,地豆村
,112.751079,23.5582,29684.54207,0,-0.466695161,采矿用地,0,大布洞村
,112.706279,23.564661,4315.867391,0,-0.466695161,建制镇,0,地豆村
,112.751079,23.5582,73294.73331,0,-0.466695161,采矿用地,0,赤草崀村
非建设用地,112.756721,23.571754,5814.794408,0,-0.466695161,村庄,0,铁坑村
,112.751079,23.5582,27837.74978,0,-0.466695161,采矿用地,0,大布洞村
,112.706279,23.564661,624.7095025,0,-0.466695161,建制镇,0,地豆村
王崀,112.603632,23.56503,32436.40976,27682,-0.244381031,村庄,203,大垌村
莫崀,112.603632,23.56503,7123.883743,5863.674877,-0.419603991,村庄,43,大垌村
,112.698368,23.562817,2091.461193,0,-0.466695161,建制镇,0,地豆村
墩仔,112.593088,23.562896,20439.53847,29726.83505,-0.227958961,村庄,249,大垌村
虎形崀,112.62572,23.558662,11291.01212,25235.5122,-0.264028773,村庄,168,冼田村
大竹洞,112.603632,23.56503,20300.78946,25909.26108,-0.258617896,村庄,190,大垌村
石氹村,112.687049,23.563129,38865.22051,35728.72463,-0.179757789,村庄,211,下街村
非自然村,112.595106,23.557371,2535.990776,0,-0.466695161,村庄,0,大垌村
,112.698368,23.562817,21655.27426,0,-0.466695161,建制镇,0,东平村
塘角,112.779926,23.564503,66998.45884,65101.91071,0.056138256,村庄,178,石寨村
养老坑,112.593088,23.562896,14558.98195,4297.85567,-0.432179084,村庄,36,大垌村
,112.740518,23.558898,64813.38356,0,-0.466695161,采矿用地,0,大布洞村
佛子咀,112.751079,23.5582,14892.08051,64433.99543,0.050774229,村庄,65,大布洞村
姓蓝寨,112.787287,23.570136,17218.41773,0,-0.466695161,村庄,147,石寨村
下明塘村,112.687049,23.563129,21499.55984,18965.01023,-0.314387172,村庄,112,下街村
大纯忠,112.712186,23.568184,5230.5833,1756366,13.63867943,村庄,301,地豆村
非自然村,112.603632,23.56503,4358.779013,0,-0.466695161,村庄,0,大垌村
非自然村,112.593088,23.562896,1359.053764,0,-0.466695161,村庄,0,大垌村
竹社,112.71051,23.567797,21781.76574,856752.6083,6.413884669,村庄,372,地豆村
马崀,112.707916,23.568167,25785.90772,125622.9882,0.542183004,村庄,291,地豆村
官寨,112.62572,23.558662,6641.682994,12617.7561,-0.365361967,村庄,84,冼田村
沙美,112.779926,23.564503,61092.57531,139713.0893,0.655340599,村庄,382,石寨村
江林小学,112.626483,23.562993,10106.81249,0,-0.466695161,村庄,0,冼田村
,112.698368,23.562817,5010.208308,0,-0.466695161,建制镇,0,东平村
欧村,112.687049,23.563129,46973.51618,70272.13611,0.097660334,村庄,415,狮岭村
,112.712186,23.568184,3996.410964,0,-0.466695161,风景名胜及特殊用地,0,地豆村
里田,112.593088,23.562896,17546.13544,15758.80412,-0.340136212,村庄,132,大垌村
大垌,112.634499,23.560201,37037.69322,1740.042553,-0.45272088,村庄,103,冼田村
,112.698368,23.562817,2971.261655,0,-0.466695161,采矿用地,0,东平村
洋岩,112.62572,23.558662,20339.08035,17574.73171,-0.325552498,村庄,117,冼田村
,112.779926,23.564503,30277.289,0,-0.466695161,采矿用地,0,石寨村
塘垌,112.593088,23.562896,15056.31905,19579.12027,-0.309455254,村庄,164,大垌村
上街村,112.690189,23.556941,26060.4882,129620.9918,0.574290968,村庄,251,下街村
非自然村,112.62572,23.558662,818.873276,0,-0.466695161,村庄,0,冼田村
大塘龙,112.727763,23.5678,12865.80841,23973.61868,-0.27416304,村庄,52,赤草崀村
禾崀岗,112.731016,23.559139,28782.09748,91632.79795,0.2692078,村庄,318,大布洞村
太生,112.593088,23.562896,13300.33919,9073.250859,-0.393827887,村庄,76,大垌村
营脚,112.700551,23.560322,127645.0676,152931,0.761493634,村庄,420,东平村
岗边寨、沙南九,112.785902,23.558838,49557.07799,34148.18571,-0.192451096,村庄,376,石寨村
堆岩,112.740518,23.558898,10701.14002,154976,0.777917029,村庄,63,大布洞村
大夫田,112.610525,23.557471,18995.32834,4687.420472,-0.429050489,村庄,88,大垌村
大崀,112.731016,23.559139,13383.30574,7780.143222,-0.404212834,村庄,27,大布洞村
,112.613973,23.556099,5703.76792,0,-0.466695161,风景名胜及特殊用地,0,大垌村
仓田,112.751079,23.5582,10802.47967,63442.7032,0.042813161,村庄,64,大布洞村
,112.782957,23.554865,68290.89278,0,-0.466695161,采矿用地,0,石寨村
大巷口,112.676367,23.551236,20041.59901,20649.06834,-0.300862502,村庄,93,狮岭村
下村,112.690189,23.556941,72376.75992,196238.9517,1.109299776,村庄,380,下街村
牛围,112.676367,23.551236,30821.59938,51289.62137,-0.054788234,村庄,231,狮岭村
非自然村,112.626483,23.562993,1187.437429,0,-0.466695161,村庄,0,冼田村
黄竹迳大松头,112.610525,23.557471,14026.2828,3568.831496,-0.438033877,村庄,67,大垌村
黄竹迳,112.610525,23.557471,1154.785491,0,-0.466695161,村庄,0,大垌村
沙南九,112.785902,23.558838,9603.69937,13804.58571,-0.355830539,村庄,152,石寨村
郑坪,112.626483,23.562993,6229.281683,39769.96063,-0.147302624,村庄,87,冼田村
下街村,112.690189,23.556941,34555.44832,65585.12333,0.060018936,村庄,127,下街村
神仙村,112.676367,23.551236,115837.841,154534.9631,0.774375061,村庄,696,狮岭村
下街村委会用地，不属任何自然村,112.687759,23.566276,2756.282831,0,-0.466695161,村庄,0,下街村
塘坜,112.701183,23.556037,78374.06937,319691,2.100743123,村庄,366,东平村
牛基甫,112.713477,23.556542,59886.50113,51908.2449,-0.049820068,村庄,142,地豆村
佳志,112.660595,23.556893,16259.06797,2690.916456,-0.445084412,村庄,128,田心村
严坑大寨,112.610525,23.557471,22995.26994,15180.85039,-0.344777758,村庄,285,大垌村
黄竹迳岭坪,112.603632,23.56503,3370.820823,2727.29064,-0.444792291,村庄,20,大垌村
坑尾,112.751079,23.5582,25679.22562,89216.30137,0.249800917,村庄,90,大布洞村
大夫田车下,112.610525,23.557471,3406.380846,1065.322835,-0.458139554,村庄,20,大垌村
彭坑,112.613973,23.556099,13355.37081,43293.51923,-0.119004927,村庄,138,大垌村
黄竹迳旧寨,112.610525,23.557471,4721.657724,0,-0.466695161,村庄,0,大垌村
非自然村,112.595106,23.557371,5367.038333,0,-0.466695161,村庄,0,大垌村
蛇湾,112.737067,23.558087,22605.61686,224274.4375,1.33445275,村庄,138,大布洞村
,112.687759,23.566276,8566.586651,0,-0.466695161,建制镇,0,下街村
新塘甫,112.728449,23.570272,30294.34937,66194,0.064908825,村庄,123,大布洞村
坑凼,112.782957,23.554865,22803.10216,28608.14634,-0.23694315,村庄,87,石寨村
非自然村,112.613973,23.556099,8598.462373,0,-0.466695161,村庄,0,大垌村
新塘里,112.713477,23.556542,33210.38455,55563.7551,-0.020462668,村庄,152,地豆村
螺壳岭、岗塔崀,112.693409,23.556385,2783.222725,239576,1.457339592,村庄,538,东平村
非自然村,112.613973,23.556099,2516.148384,0,-0.466695161,村庄,0,大垌村
佛仔坝,112.634315,23.554145,10788.67291,0,-0.466695161,村庄,103,冼田村
点菜引,112.613973,23.556099,9778.872093,21960.48077,-0.290330549,村庄,70,大垌村
严坑尾半坑,112.610525,23.557471,6636.689953,2130.645669,-0.449583946,村庄,40,大垌村
,112.687759,23.566276,13340.37219,0,-0.466695161,建制镇,0,下街村
下街村委会用地，不属任何自然村,112.687049,23.563129,1394.031002,0,-0.466695161,村庄,0,下街村
幸福新村（新坑背村）,112.676367,23.551236,15046.5325,33304.94894,-0.19922313,村庄,150,下街村
长岗咀,112.707916,23.568167,18757.89599,12519.12941,-0.366154038,村庄,29,地豆村
狮岭村,112.680668,23.550828,115492.8626,137693.506,0.639121327,村庄,596,狮岭村
泥塘口,112.730538,23.555684,26550.28303,238281,1.446939448,村庄,157,大布洞村
石溪岭坪,112.603632,23.56503,17169.19492,25227.43842,-0.264093614,村庄,185,大垌村
沙洲,112.737067,23.558087,52480.23371,399793.5625,2.744046768,村庄,246,大布洞村
冬溪,112.593088,23.562896,12210.36634,5730.474227,-0.420673725,村庄,48,大垌村
非自然村,112.660595,23.556893,9377.191644,0,-0.466695161,村庄,0,田心村
石溪格坑,112.603632,23.56503,4944.79792,18818.30542,-0.315565358,村庄,138,大垌村
严坑尾,112.603632,23.56503,8698.177264,1363.64532,-0.455743726,村庄,10,大垌村
石溪大寨,112.603632,23.56503,8326.449377,8181.871921,-0.400986551,村庄,60,大垌村
严坑尾何寨,112.603632,23.56503,2244.071386,2045.46798,-0.450268008,村庄,15,大垌村
螺壳岭、岗塔崀,112.70943,23.540653,92636.23229,49216.59183,-0.071436733,村庄,538,东平村
坑背村,112.701183,23.556037,16336.96843,0,-0.466695161,村庄,0,下街村
塘角崀,112.70943,23.540653,14957.67294,4482.552044,-0.430695787,村庄,49,地豆村
长尾坑,112.782957,23.554865,17334.03486,25319.85366,-0.263351427,村庄,77,石寨村
,112.686609,23.549307,27726.50136,0,-0.466695161,风景名胜及特殊用地,0,狮岭村
,112.686609,23.549307,904.3516688,0,-0.466695161,风景名胜及特殊用地,0,狮岭村
,112.686609,23.549307,6998.404577,0,-0.466695161,风景名胜及特殊用地,0,下街村
非自然村,112.630483,23.545868,3312.268614,0,-0.466695161,村庄,0,冼田村
黄泥坎,112.676367,23.551236,39489.91456,22869.39827,-0.283031033,村庄,103,狮岭村
山大塘,112.669608,23.547487,14722.82195,19744.99068,-0.308123149,村庄,214,田心村
大笪,112.745997,23.547027,65863.28216,259641,1.618481599,村庄,66,大布洞村
庙坑,112.630483,23.545868,10659.96175,20221.52967,-0.304296065,村庄,86,冼田村
九坑,112.686609,23.549307,23719.08951,434169,3.020115892,村庄,120,狮岭村
岭背,112.680668,23.550828,30014.98523,12475.58611,-0.366503734,村庄,54,狮岭村
黄茆坪,112.680668,23.550828,15919.82097,22871.90788,-0.283010879,村庄,99,狮岭村
,112.686609,23.549307,62694.81674,0,-0.466695161,建制镇,0,狮岭村
非自然村,112.630483,23.545868,2460.964357,0,-0.466695161,村庄,0,大垌村
黄家庄,112.741925,23.545777,8426.699889,13682.18966,-0.356813502,村庄,71,大布洞村
顿岗村,112.669608,23.547487,32610.93904,18545.52863,-0.317756028,村庄,201,田心村
六合,112.741925,23.545777,4421.898701,4432.258621,-0.431099694,村庄,23,大布洞村
小瓮,112.587373,23.515764,7608.938219,706.8965517,-0.461018075,村庄,82,大垌村
流崀村,112.676648,23.543145,42212.88319,42223,-0.127602266,村庄,273,田心村
大段,112.630483,23.545868,10106.4812,41148.46154,-0.136231884,村庄,175,冼田村
荷木,112.697593,23.54212,55377.78733,495830,3.515315356,村庄,312,邓寨村
大瓮,112.587373,23.515764,1587.056571,120.6896552,-0.465725902,村庄,14,大垌村
红光、新东,112.741925,23.545777,38047.81509,37770.55172,-0.163359876,村庄,196,大布洞村
水车村,112.720093,23.544537,79229.59522,390732,2.671273363,村庄,550,水车村
,112.686609,23.549307,125393.4214,0,-0.466695161,建制镇,0,狮岭村
地塘、崀尾、大寨,112.736954,23.54392,73617.62503,229598,1.377206278,村庄,481,大布洞村
福田、旧沙巷、美云、长安、新沙巷、长兴、文光里、崀心、竹园,112.70943,23.540653,287086.9187,114167.8561,0.450186843,村庄,1248,邓寨村
花草崀,112.695762,23.543744,28737.07025,61834.48606,0.02989757,村庄,98,邓寨村
张罗坑,112.630483,23.545868,20733.99993,20221.52967,-0.304296065,村庄,86,冼田村
罗布,112.695762,23.543744,49527.12853,254909.5139,1.580483036,村庄,404,邓寨村
张罗口,112.630483,23.545868,4584.185085,25394.47912,-0.26275211,村庄,108,冼田村
非自然村,112.630483,23.545868,1257.737723,0,-0.466695161,村庄,0,大垌村
旧学校,112.736954,23.54392,6872.584248,0,-0.466695161,村庄,0,大布洞村
布一、布二,112.730723,23.542675,42652.78242,186692,1.032628211,村庄,103,大布洞村
非自然村,112.630483,23.545868,2045.101573,0,-0.466695161,村庄,0,冼田村
藕塘村,112.669608,23.547487,27219.7946,25926.83356,-0.258476772,村庄,281,田心村
小东村,112.723387,23.542824,77385.00924,36904,-0.170319153,村庄,316,水车村
,112.686609,23.549307,5071.978052,0,-0.466695161,采矿用地,0,田心村
,112.686609,23.549307,29768.15073,0,-0.466695161,采矿用地,0,狮岭村
大塘面,112.712003,23.540032,4238.381087,94709,0.293912777,村庄,395,邓寨村
,112.718475,23.543135,15981.23458,0,-0.466695161,建制镇,0,邓寨村
虎崩村,112.785845,23.537705,10915.45546,99141.85185,0.329513009,村庄,60,凤山村
,112.686609,23.549307,7189.787451,0,-0.466695161,采矿用地,0,狮岭村
守坜,112.698378,23.539443,3346.362588,203395.6701,1.166775378,村庄,44,邓寨村
西山一村,112.669608,23.547487,6300.509496,5074.647137,-0.425940672,村庄,55,田心村
吴家围,112.718475,23.543135,12149.37849,121050,0.505457337,村庄,40,水车村
田心村,112.676724,23.538125,50466.85933,158244,0.804162335,村庄,426,田心村
西山联,112.672271,23.53972,24197.30621,179282,0.973118504,村庄,183,田心村
,112.745997,23.547027,9151.909196,0,-0.466695161,采矿用地,0,大东村
南岭,112.698378,23.539443,9166.297349,244999.3299,1.500894352,村庄,53,邓寨村
河坑村,112.785845,23.537705,21927.01008,168541.1481,0.886858727,村庄,102,凤山村
岭梗头,112.774421,23.526285,22221.29947,25884.59603,-0.258815981,村庄,90,凤山村
松山岗、麻子岗,112.707982,23.535837,43496.84996,155890,0.785257362,村庄,167,邓寨村
官田,112.709729,23.535697,41964.22377,113996.5385,0.448810991,村庄,310,水车村
,112.677948,23.536845,1707.156889,0,-0.466695161,风景名胜及特殊用地,0,田心村
非自然村，旧田心小学,112.677948,23.536845,5236.308582,0,-0.466695161,村庄,0,田心村
,112.677948,23.536845,4674.246106,0,-0.466695161,风景名胜及特殊用地,0,田心村
蝴蝶村、大东村,112.740308,23.534515,91860.2925,151355,0.748836779,村庄,671,大东村
凤山村,112.774421,23.526285,17661.93451,32499.54834,-0.205691302,村庄,113,凤山村
何山村,112.660079,23.531428,11524.28912,95727,0.302088335,村庄,69,榄岗村
旧村塘,112.742234,23.533054,78923.764,82697,0.197444411,村庄,278,大东村
非自然村,112.660079,23.531428,2536.452367,0,-0.466695161,采矿用地,0,榄岗村
,112.677948,23.536845,4257.199396,0,-0.466695161,风景名胜及特殊用地,0,田心村
不属田心村委,112.677948,23.536845,1625.743335,0,-0.466695161,村庄,0,田心村
非自然村,112.660079,23.531428,4711.694743,0,-0.466695161,风景名胜及特殊用地,0,榄岗村
非自然村,112.660079,23.531428,2379.077226,0,-0.466695161,风景名胜及特殊用地,0,榄岗村
大石崀村,112.797265,23.532434,29513.22211,52763.29032,-0.042953199,村庄,168,上观村
田寮,112.725342,23.531902,27774.24131,121508.1563,0.50913679,村庄,117,塔崀村
非自然村,112.669291,23.526402,686.5228071,0,-0.466695161,村庄,0,榄岗村
大坪村,112.797265,23.532434,18969.38894,36117.72849,-0.176633699,村庄,115,凤山村
南寮,112.622086,23.522238,5343.138901,2929.671642,-0.443166969,村庄,64,培崀村
不属田心村委,112.677948,23.536845,8141.636607,0,-0.466695161,村庄,0,田心村
泥围、崀一,112.707673,23.529552,60700.58452,288098,1.847019753,村庄,286,邓寨村
塘口村,112.669291,23.526402,13909.66332,44656.41176,-0.108059537,村庄,93,榄岗村
沙田村,112.774421,23.526285,18309.81166,31061.51523,-0.217240145,采矿用地,108,凤山村
非自然村,112.602634,23.510607,699.7706526,0,-0.466695161,村庄,0,大垌村
尤鱼村,112.671556,23.532285,8886.392596,18298.14356,-0.319742778,村庄,51,榄岗村
丰文村,112.675202,23.523961,34980.88673,77033.23457,0.151958713,村庄,211,田心村
蛤乸屯村,112.774421,23.526285,8478.42899,3738.886093,-0.436668168,村庄,13,凤山村
非自然村,112.677948,23.536845,1056.926755,0,-0.466695161,村庄,0,田心村
白鹤崀,112.709729,23.535697,26733.96182,38979.46154,-0.153651122,村庄,106,塔崀村
上榄岗岗咀,112.663959,23.530698,7629.566586,33888.41909,-0.194537282,村庄,97,榄岗村
上榄岗中间巷,112.663959,23.530698,10561.39308,26551.75104,-0.25345806,村庄,76,榄岗村
上榄岗水井头,112.663959,23.530698,1009.710089,13275.87552,-0.36007661,村庄,38,榄岗村
先生岗,112.706644,23.532066,14333.24308,203929.0558,1.171058999,村庄,115,邓寨村
非自然村,112.668858,23.519327,4203.305704,0,-0.466695161,风景名胜及特殊用地,0,榄岗村
欧岭村,112.797265,23.532434,21235.17433,27951.98118,-0.242212812,村庄,89,上观村
龙坑风台面,112.663959,23.530698,3552.138659,10480.95436,-0.382522621,村庄,30,榄岗村
竹坑村,112.774421,23.526285,8591.461078,14955.54437,-0.346587191,村庄,52,凤山村
马力桥,112.690604,23.529736,10996.73289,0,-0.466695161,村庄,138,江和村
非自然村,112.690604,23.529736,2420.345141,0,-0.466695161,村庄,0,江和村
上榄岗下底屋,112.667412,23.524828,12624.94804,18842.88543,-0.315367956,村庄,80,榄岗村
中心崀,112.738521,23.529843,27068.88647,197936,1.12292877,村庄,115,大东村
半坑村,112.774421,23.526285,1690.974642,25884.59603,-0.258815981,村庄,90,迎头村
龙坑村,112.656145,23.52601,46926.3894,113486.5127,0.444714973,村庄,363,榄岗村
非自然村,112.690604,23.529736,7153.36588,0,-0.466695161,村庄,0,江和村
角塘,112.739801,23.523069,33341.94309,134221.9194,0.611241016,村庄,203,大东村
榄岗村,112.667412,23.524828,39783.49361,54173.29562,-0.031629447,村庄,230,榄岗村
非自然村,112.656145,23.52601,1064.565959,0,-0.466695161,村庄,0,榄岗村
非自然村,112.658998,23.527136,21064.97372,0,-0.466695161,采矿用地,0,榄岗村
村委会、长上村,112.783843,23.528043,38639.39919,108861.1527,0.40756871,村庄,163,凤山村
老四塘,112.683222,23.525683,41757.21743,78769,0.165898644,村庄,272,江和村
,112.738521,23.529843,9003.197516,0,-0.466695161,采矿用地,0,大东村
大江村,112.656145,23.52601,20266.18408,34702.48734,-0.1879995,村庄,111,榄岗村
半坑村、上坑村、下坑村,112.774421,23.526285,45632.23848,53782.43841,-0.034768421,村庄,187,迎头村
非自然村,112.669291,23.526402,1500.660246,0,-0.466695161,村庄,0,榄岗村
暗迳村,112.651576,23.519171,24018.19344,19031.35088,-0.31385439,村庄,187,新屋村
茶坑村,112.835865,23.526194,46090.62183,609299,4.426584846,村庄,191,迳口村
榄东村,112.669291,23.526402,3024.985896,14405.29412,-0.35100625,村庄,30,榄岗村
马岩村,112.667412,23.524828,5747.147558,15074.30835,-0.345633397,村庄,64,榄岗村
周村,112.651576,23.519171,4043.161767,3358.473684,-0.43972326,村庄,33,榄岗村
非自然村,112.690749,23.524746,1017.492589,0,-0.466695161,村庄,0,江和村
佛仔坪,112.651576,23.519171,3489.939963,3358.473684,-0.43972326,村庄,33,新屋村
崀二,112.706644,23.532066,7189.726893,187969.3906,1.042886934,村庄,106,邓寨村
长下村,112.783843,23.528043,11592.60023,88157.49791,0.241297667,村庄,132,凤山村
布上村,112.667412,23.524828,30393.98013,60532.76945,0.019443485,村庄,257,榄岗村
新田村,112.671556,23.532285,18798.76565,54176.85644,-0.03160085,村庄,151,田心村
龙塘村,112.663914,23.521658,38456.1989,90850.58864,0.262925877,村庄,221,榄岗村
上严村、下严村,112.78434,23.524334,26742.7254,74611.85167,0.132512588,村庄,162,凤山村
官陂,112.667412,23.524828,11242.55417,17900.74116,-0.322934316,村庄,76,榄岗村
田脚村,112.675202,23.523961,29962.87542,41254.76543,-0.135378157,村庄,113,田心村
新丰,112.739801,23.523069,22659.87368,92566.84096,0.276709099,村庄,140,大东村
花楼村、沙田村,112.783843,23.528043,38175.08997,122218.3494,0.51484035,村庄,183,凤山村
非自然村,112.651576,23.519171,8994.983642,0,-0.466695161,村庄,0,新屋村
刘家、新寨、新屋、三家村、崀仔、大寨,112.712578,23.5247,145559.8724,128601,0.566099415,村庄,903,塔崀村
江北崀村、瓦窑崀村、竹头崀村,112.753238,23.520994,136221.096,311014,2.03105814,村庄,578,下寮村
非自然村,112.663914,23.521658,3190.452246,0,-0.466695161,村庄,0,榄岗村
石芽虾村,112.76101,23.522356,20093.94582,228983,1.372267214,村庄,49,下寮村
高龙尾,112.587373,23.515764,2720.443336,275.862069,-0.464479713,村庄,32,培崀村
深水沥,112.721767,23.522555,44138.9849,308268,2.009005015,村庄,224,塔崀村
蛇尾,112.78434,23.524334,31477.22386,117905.1483,0.480201035,村庄,256,凤山村
,112.677779,23.519599,3503.862183,0,-0.466695161,风景名胜及特殊用地,0,田心村
古槽,112.622086,23.522238,16650.58077,6271.328358,-0.416330126,村庄,137,培崀村
非自然村,112.651576,23.519171,1209.00618,0,-0.466695161,村庄,0,新屋村
坑尾村,112.805605,23.522001,38063.02429,56060,-0.016477325,村庄,263,上观村
新排村、圣塘村,112.790152,23.522102,5101.326395,100475.3424,0.340222271,村庄,247,上观村
圣塘村,112.790152,23.522102,5758.78314,27661.22786,-0.244547852,村庄,68,上观村
